,notebook_id,total_execution_time,name,tdp_watts,total_co2_emissions
838,860320be12,4928.974731340903,Intel Xeon Gold 6148,150,0.18689029189667594
839,861578d797,5659.513382448624,AMD EPYC 7763,280,0.40056778051330816
840,866d90e092,286.17464839668884,A100 PCIe 40/80GB,250,0.018084647919512975
841,8698ff9211,173.7665610204436,A100 SXM4 80 GB,400,0.017569730058733742
842,86a1793f65,3555.776445245558,AGX Xavier,30,0.02696463804311215
843,86c5167835,245.47057380848065,AMD RX480,150,0.009307425923571559
844,86d7c8a08b,511.33067900514413,GTX 1080 Ti,250,0.032313258187130635
845,86dba86754,372.07868137884907,GTX 1080,180,0.016929580002737633
846,86e8f7ab32,690.3098043307643,GTX 750,250,0.043623744579235804
847,8710ef761b,759.0053663935765,GTX TITAN X,250,0.04796492245959408
848,872488f88d,239.71008560991066,Quadro K6000,225,0.01363351111906367
849,8757150dec,971.6788441740555,Quadro P6000,250,0.061404704735999335
850,87f4d79e36,121.2641307441988,RTX 2080 Ti,250,0.007663219373418119
851,87f7ee4fdb,1340.1910273822557,RTX 2080,215,0.07283565958537176
852,882735cbdf,1681.294334115933,RTX 8000,260,0.1104983998477305
853,883e881bb4,135.85615516055293,T4,70,0.002403899189924229
854,8844c5f003,673.0983066729019,Tesla K40c,245,0.04168535207575652
855,88479e328a,1518.1142426944218,Tesla K80,300,0.11512366340432699
856,884ce4bb65,534.6627881441831,Tesla M40 24GB,250,0.033787717861889346
857,884d247c6f,10708.354383694394,Tesla P100,250,0.6767085061917985
858,88a839f2f6,797.4074444478358,Tesla P40,250,0.05039172044774518
859,88bfcf02e7,1346.2464605418834,Tesla V100-PCIE-16GB,300,0.10209035659109283
860,8929c70f8d,1121.3465512106698,Tesla V100-SXM2-16GB,250,0.07086287233345205
861,894db62f7b,11158.5293226446,Tesla V100-SXM2-32GB,300,0.8461884736338822
862,895daa408f,1692.8458654344686,Titan RTX,280,0.11981586847575074
863,89a4779d38,1183.0128369118652,Titan V,250,0.07475983899929148
864,89ae0fe22c,221.32188764077927,TITAN X Pascal,250,0.013986313732854801
865,89fcd07f20,257.03481086325917,Titan Xp,250,0.016243172075386517
866,8a1e808b55,2751.085269271964,TPUv2 Chip,221,0.153686321806468
867,8a50bae297,2392.8083038515083,TPUv3 Chip,283,0.1711722006919108
868,8b313cbf30,128.122571113868,RTX 3080,320,0.010363692418988433
869,8bdb505837,3824.027812869572,RTX 3080 TI,350,0.3383202384441552
870,8c00dee24c,367.96867840586776,RTX 3090,350,0.032555006686741356
871,8c01a75941,235.11231218696975,RTX A4000,140,0.00832036349239443
872,8c249675ae,94.8307079993809,RTX A5000,230,0.005513351995630674
873,8c3039bd58,2035.5542972557603,RTX A6000,300,0.15436286754189518
874,8c6744c9d4,626.7689265159818,Intel Xeon E5-2699,145,0.02297282218160661
875,8c8a58fa97,2875.4868623247994,Intel Xeon E5-2630v4,85,0.0617830302224509
876,8c9a14ffeb,1701.3218960271788,Intel Xeon E5-2650,105,0.045155918657054706
877,8ca8da41fe,475.8336467946533,Intel Xeon Gold 5220,125,0.01503502147858106
878,8cbd005a55,4738.584422916491,Intel Xeon Gold 6148,150,0.17967132603558367
879,8ce5d98937,341.995280426382,AMD EPYC 7763,280,0.02420566595906726
880,8ce6790cc6,1531.134898518199,A100 PCIe 40/80GB,250,0.09675921928135842
881,8cff9bf669,6295.230596165166,A100 SXM4 80 GB,400,0.6365177602789225
882,8d30aa96e7,1461.6994693902539,AGX Xavier,30,0.01108455430954276
883,8d317bdcf4,591.1630496880246,AMD RX480,150,0.02241493230067093
884,8d5e957f29,239.2874624264382,GTX 1080 Ti,250,0.015121638250559637
885,8d7628dd7a,620.6527265443567,GTX 1080,180,0.02823969905776823
886,8d7d8ee069,703.9526501976968,GTX 750,250,0.044485896644437785
887,8d8818c8e1,3889.7509969796106,GTX TITAN X,250,0.2458106532813504
888,8d9a6e908e,471.490794986528,Quadro K6000,225,0.026816038964858784
889,8d9fc2308c,617.4531386658313,Quadro P6000,250,0.03901960806846572
890,8db9264228,3652.4066500483705,RTX 2080 Ti,250,0.2308118091350012
891,8df707a948,2515.6823934254962,RTX 2080,215,0.1367203500760273
892,8e296a067a,545.2259021111234,RTX 8000,260,0.03583345789985883
893,8e489b4966,411.6499446503748,T4,70,0.007283917076174688
894,8e68c3c7bf,1382.8122017870369,Tesla K40c,245,0.08563832788567219
